borrowId	studentId	bookId	takenDate	broughtDate
268	260	4	16/10/15 11:26	30/10/15 17:31
269	144	92	16/10/15 11:34	28/10/15 19:12
270	68	50	16/10/15 12:05	21/10/15 13:18
271	12	115	16/10/15 12:21	22/10/15 09:02
272	388	140	16/10/15 15:12	30/10/15 14:24
273	154	111	16/10/15 15:23	04/11/15 16:12
274	353	129	16/10/15 15:23	29/10/15 08:04
275	10	63	16/10/15 15:59	20/10/15 15:26
276	406	83	16/10/15 16:03	29/10/15 12:31
277	267	102	16/10/15 16:08	30/10/15 14:29
278	82	37	16/10/15 17:35	03/11/15 17:02
279	204	11	16/10/15 17:36	02/11/15 14:28
280	486	100	16/10/15 17:40	04/11/15 11:10
281	34	56	16/10/15 18:10	20/10/15 08:24
282	171	17	17/10/15 09:03	29/10/15 10:21
283	459	140	17/10/15 10:00	19/10/15 11:46
284	93	88	17/10/15 10:45	03/11/15 14:55
285	209	13	17/10/15 10:58	05/11/15 15:03
286	360	107	17/10/15 11:13	27/10/15 13:05
287	80	26	17/10/15 12:54	05/11/15 19:55
288	185	101	17/10/15 13:14	23/10/15 10:55
289	74	135	17/10/15 13:19	30/10/15 08:25
290	442	113	17/10/15 13:25	30/10/15 14:08
291	470	83	17/10/15 13:44	19/10/15 13:55
292	65	125	17/10/15 13:56	20/10/15 09:42
293	109	127	17/10/15 14:07	04/11/15 09:59
294	483	64	17/10/15 15:41	21/10/15 17:10
295	208	23	17/10/15 16:29	19/10/15 13:17
296	18	134	17/10/15 18:24	03/11/15 19:34
297	448	122	17/10/15 19:06	05/11/15 15:58
298	141	24	17/10/15 19:24	23/10/15 18:33
299	401	60	17/10/15 19:57	06/11/15 13:05
300	382	121	19/10/15 08:12	21/10/15 17:36
301	386	134	19/10/15 08:15	19/10/15 12:41
302	62	166	19/10/15 08:33	24/10/15 21:31
303	426	56	19/10/15 09:04	21/10/15 11:32
304	495	36	19/10/15 11:27	07/11/15 11:50
305	327	146	19/10/15 12:00	03/11/15 13:41
306	236	84	19/10/15 12:05	23/10/15 08:07
307	308	51	19/10/15 13:12	04/11/15 11:38
308	286	31	19/10/15 13:44	31/10/15 15:06
309	365	136	19/10/15 14:11	03/11/15 15:24
310	79	149	19/10/15 14:23	20/10/15 16:07
311	502	93	19/10/15 15:57	07/11/15 19:19
312	446	37	19/10/15 16:03	28/10/15 11:27
313	287	161	19/10/15 16:28	31/10/15 18:59
314	205	88	19/10/15 16:32	03/11/15 14:12
315	72	63	19/10/15 17:12	31/10/15 08:55
316	201	26	19/10/15 17:16	24/10/15 09:02
317	297	66	19/10/15 17:48	23/10/15 16:38
318	204	129	19/10/15 17:56	06/11/15 14:38
319	334	114	19/10/15 18:12	27/10/15 11:17
320	71	36	19/10/15 18:45	05/11/15 12:51
321	493	121	20/10/15 10:47	03/11/15 14:38
322	275	43	20/10/15 11:01	05/11/15 17:46
323	292	28	20/10/15 15:19	30/10/15 09:45
324	348	137	20/10/15 15:42	02/11/15 18:03
325	53	68	20/10/15 15:57	04/11/15 15:28
326	384	166	20/10/15 17:15	06/11/15 10:47
327	503	23	20/10/15 18:29	23/10/15 16:48
328	429	159	20/10/15 18:29	26/10/15 15:27
329	374	114	20/10/15 19:57	30/10/15 09:56
330	334	133	21/10/15 04:06	24/10/15 00:40
331	169	46	21/10/15 04:55	03/11/15 05:32
332	85	79	21/10/15 08:40	06/11/15 18:48
333	334	64	21/10/15 08:49	27/10/15 15:27
334	94	45	21/10/15 08:53	30/10/15 19:11
335	75	1	21/10/15 09:24	26/10/15 16:14
336	313	3	21/10/15 09:51	09/11/15 18:32
337	483	86	21/10/15 11:28	29/10/15 15:53
338	361	12	21/10/15 11:31	21/10/15 11:36
339	46	103	21/10/15 12:17	27/10/15 16:56
340	399	161	21/10/15 12:34	02/11/15 17:17
341	364	28	21/10/15 12:41	22/10/15 16:02
342	100	26	21/10/15 16:11	29/10/15 17:06
343	223	142	21/10/15 16:19	28/10/15 09:44
344	143	49	21/10/15 16:52	26/10/15 15:16
345	55	94	21/10/15 17:06	10/11/15 12:23
346	372	144	21/10/15 19:54	02/11/15 10:24
347	224	11	21/10/15 19:59	06/11/15 12:55
348	95	134	22/10/15 04:17	02/11/15 23:13
349	156	65	22/10/15 04:52	08/11/15 16:08
350	95	8	22/10/15 08:54	26/10/15 17:35
351	458	63	22/10/15 09:36	09/11/15 09:49
352	184	36	22/10/15 09:58	26/10/15 13:39
353	80	46	22/10/15 11:20	07/11/15 17:43
354	337	58	22/10/15 12:12	06/11/15 15:36
355	376	55	22/10/15 12:25	27/10/15 13:35
356	494	37	22/10/15 14:06	30/10/15 08:20
357	423	82	22/10/15 14:32	29/10/15 16:48
358	325	121	22/10/15 14:37	24/10/15 15:13
359	133	40	22/10/15 15:28	27/10/15 18:15
360	448	107	22/10/15 17:41	23/10/15 11:25
361	141	96	22/10/15 18:07	05/11/15 17:46
362	207	122	23/10/15 10:31	27/10/15 09:27
363	296	117	23/10/15 12:17	26/10/15 14:22
364	402	122	23/10/15 13:00	10/11/15 10:37
365	264	122	23/10/15 14:57	02/11/15 18:32
366	149	78	23/10/15 15:19	27/10/15 11:33
367	265	79	23/10/15 15:44	30/10/15 18:39
368	227	7	23/10/15 16:38	02/11/15 18:22
369	70	33	23/10/15 16:46	05/11/15 12:26
370	195	121	23/10/15 16:46	10/11/15 13:55
371	128	128	23/10/15 16:53	31/10/15 15:04
372	408	17	23/10/15 17:16	09/11/15 11:41
373	184	72	23/10/15 18:02	11/11/15 19:42
374	48	116	23/10/15 19:36	03/11/15 18:51
375	472	14	24/10/15 08:37	11/11/15 15:41
376	305	3	24/10/15 09:37	07/11/15 10:53
377	389	1	24/10/15 10:06	06/11/15 09:48
378	47	14	24/10/15 10:50	05/11/15 18:19
379	187	24	24/10/15 10:56	26/10/15 08:48
380	32	30	24/10/15 13:48	28/10/15 19:33
381	490	158	24/10/15 13:49	31/10/15 09:52
382	331	56	24/10/15 14:06	24/10/15 19:42
383	498	100	24/10/15 14:46	03/11/15 16:41
384	8	71	24/10/15 15:45	06/11/15 10:49
385	301	79	24/10/15 16:05	29/10/15 17:43
386	49	123	24/10/15 17:28	29/10/15 13:02
387	10	73	24/10/15 18:25	30/10/15 11:54
388	175	8	24/10/15 18:30	12/11/15 09:58
389	495	14	24/10/15 18:40	04/11/15 14:22
390	287	122	24/10/15 19:26	30/10/15 18:32
391	241	45	26/10/15 10:05	04/11/15 14:37
392	220	106	26/10/15 10:24	13/11/15 08:04
393	41	118	26/10/15 11:10	03/11/15 15:40
394	312	96	26/10/15 12:11	09/11/15 10:20
395	191	41	26/10/15 13:32	13/11/15 09:55
396	52	164	26/10/15 13:50	12/11/15 13:33
397	375	16	26/10/15 14:24	29/10/15 08:57
398	416	96	26/10/15 14:29	10/11/15 15:44
399	425	17	26/10/15 14:35	12/11/15 18:27
400	281	98	26/10/15 15:17	07/11/15 08:35
401	55	44	26/10/15 15:42	26/10/15 16:24
402	188	56	26/10/15 16:46	14/11/15 19:36
403	207	110	26/10/15 18:36	28/10/15 08:22
404	284	81	26/10/15 18:50	04/11/15 08:40
405	175	121	26/10/15 19:04	29/10/15 10:13
406	390	39	27/10/15 08:05	27/10/15 18:37
407	7	33	27/10/15 08:10	10/11/15 14:34
408	236	91	27/10/15 08:59	13/11/15 11:15
409	46	96	27/10/15 09:17	07/11/15 17:17
410	32	12	27/10/15 09:27	13/11/15 18:23
411	176	68	27/10/15 09:53	09/11/15 16:34
412	230	76	27/10/15 10:27	04/11/15 14:50
413	103	25	27/10/15 10:52	28/10/15 17:59
414	177	158	27/10/15 11:48	09/11/15 17:44
415	358	96	27/10/15 11:57	04/11/15 10:16
416	269	49	27/10/15 12:00	14/11/15 16:32
417	420	111	27/10/15 12:22	29/10/15 09:48
418	179	101	27/10/15 12:54	02/11/15 18:16
419	249	6	27/10/15 15:44	11/11/15 13:47
420	365	34	27/10/15 16:04	05/11/15 19:01
421	142	120	27/10/15 16:05	29/10/15 14:26
422	105	127	27/10/15 16:33	30/10/15 16:50
423	101	131	27/10/15 16:35	30/10/15 09:05
424	60	158	27/10/15 17:42	02/11/15 18:44
425	480	49	27/10/15 17:42	06/11/15 18:45
426	278	147	27/10/15 18:55	29/10/15 14:29
427	188	70	27/10/15 19:15	12/11/15 12:37
428	392	144	28/10/15 08:01	11/11/15 12:10
429	54	47	28/10/15 09:00	28/10/15 10:38
430	442	79	28/10/15 10:24	28/10/15 15:40
431	36	100	28/10/15 10:55	02/11/15 12:54
432	485	113	28/10/15 11:16	14/11/15 12:15
433	263	86	28/10/15 11:55	31/10/15 09:47
434	292	30	28/10/15 14:18	12/11/15 13:31
435	355	139	28/10/15 15:36	31/10/15 15:11
436	425	137	28/10/15 16:50	31/10/15 18:51
437	108	163	28/10/15 17:49	14/11/15 09:21
439	270	120	28/10/15 18:32	14/11/15 20:35
440	97	110	28/10/15 18:43	11/11/15 11:47
441	478	38	28/10/15 19:50	16/11/15 17:35
442	127	166	29/10/15 08:12	10/11/15 13:18
443	121	142	29/10/15 09:28	06/11/15 10:43
444	68	108	29/10/15 09:35	12/11/15 12:32
445	141	73	29/10/15 09:51	16/11/15 18:30
446	420	49	29/10/15 11:30	04/11/15 16:06
447	420	151	29/10/15 12:44	03/11/15 11:57
448	240	45	29/10/15 12:59	13/11/15 17:56
449	44	19	29/10/15 14:39	07/11/15 18:34
450	454	149	29/10/15 15:27	12/11/15 17:08
451	10	119	29/10/15 16:09	13/11/15 16:25
452	503	113	29/10/15 16:49	07/11/15 15:40
453	403	45	29/10/15 18:05	14/11/15 19:27
454	397	133	29/10/15 18:17	02/11/15 17:13
455	33	94	29/10/15 18:28	30/10/15 09:44
456	263	68	29/10/15 18:43	14/11/15 12:28
457	38	133	30/10/15 06:55	05/11/15 11:29
458	142	149	30/10/15 08:29	12/11/15 10:29
459	109	50	30/10/15 08:43	03/11/15 17:49
460	55	84	30/10/15 09:47	18/11/15 09:42
461	473	73	30/10/15 10:40	13/11/15 10:03
462	430	64	30/10/15 12:50	10/11/15 15:32
463	221	52	30/10/15 14:04	14/11/15 16:44
464	491	44	30/10/15 14:24	10/11/15 12:45
465	481	166	30/10/15 14:55	03/11/15 09:48
466	192	130	30/10/15 15:17	12/11/15 18:33
467	191	33	30/10/15 16:44	31/10/15 09:00
468	469	38	30/10/15 17:12	13/11/15 12:08
469	448	16	30/10/15 17:12	03/11/15 18:19
470	472	88	30/10/15 17:38	06/11/15 19:43
471	167	9	30/10/15 17:59	18/11/15 08:36
472	90	94	30/10/15 18:06	09/11/15 16:35
473	500	50	30/10/15 18:10	04/11/15 19:20
474	101	88	30/10/15 19:29	04/11/15 19:28
475	224	167	30/10/15 19:51	12/11/15 09:42
476	218	165	30/10/15 21:53	05/11/15 03:31
477	300	146	31/10/15 10:06	14/11/15 11:16
478	363	90	31/10/15 10:11	06/11/15 17:46
479	381	99	31/10/15 12:21	10/11/15 14:46
480	175	39	31/10/15 12:23	10/11/15 09:37
481	117	59	31/10/15 12:42	10/11/15 09:45
482	228	105	31/10/15 13:03	06/11/15 13:14
483	167	2	31/10/15 15:41	06/11/15 10:03
484	282	132	31/10/15 15:58	18/11/15 15:30
485	263	31	31/10/15 16:49	10/11/15 13:00
486	256	58	31/10/15 17:18	12/11/15 11:37
487	412	140	31/10/15 17:38	18/11/15 09:35
488	439	135	31/10/15 18:35	05/11/15 15:39
489	270	76	31/10/15 18:46	06/11/15 18:46
490	20	57	31/10/15 19:20	04/11/15 11:18
491	54	33	01/11/15 07:59	20/11/15 06:36
492	254	6	01/11/15 13:23	11/11/15 13:36
493	400	49	01/11/15 17:36	14/11/15 17:58
494	331	44	02/11/15 12:18	03/11/15 13:43
495	225	36	02/11/15 12:57	06/11/15 16:01
496	274	1	02/11/15 12:58	07/11/15 16:20
497	392	164	02/11/15 13:18	17/11/15 19:00
498	156	69	02/11/15 14:23	11/11/15 17:43
499	236	84	02/11/15 17:24	11/11/15 14:48
500	315	66	02/11/15 17:41	05/11/15 08:11
501	164	115	02/11/15 18:15	10/11/15 09:30
502	299	73	02/11/15 18:38	06/11/15 10:43
503	435	69	02/11/15 19:48	20/11/15 18:25
504	119	165	03/11/15 11:37	06/11/15 10:29
505	100	133	03/11/15 12:29	10/11/15 15:53
506	363	44	03/11/15 13:41	05/11/15 12:24
507	399	155	03/11/15 13:57	18/11/15 08:18
508	503	50	03/11/15 14:11	11/11/15 15:25
509	399	61	03/11/15 14:16	20/11/15 16:23
510	11	1	03/11/15 15:11	04/11/15 19:42
511	26	59	03/11/15 15:22	16/11/15 10:25
512	269	133	03/11/15 15:23	11/11/15 19:45
513	122	34	03/11/15 16:02	09/11/15 18:59
514	145	111	03/11/15 17:32	11/11/15 19:18
515	231	25	03/11/15 17:58	11/11/15 11:52
516	25	164	03/11/15 19:22	12/11/15 17:57
517	405	59	03/11/15 19:51	09/11/15 11:07
518	202	73	04/11/15 08:01	11/11/15 14:13
519	427	43	04/11/15 08:26	12/11/15 14:49
520	159	62	04/11/15 08:38	09/11/15 16:25
521	46	156	04/11/15 08:50	05/11/15 17:32
522	182	30	04/11/15 09:44	12/11/15 19:30
523	174	32	04/11/15 09:45	21/11/15 18:17
524	341	11	04/11/15 10:10	07/11/15 18:38
525	393	149	04/11/15 12:43	16/11/15 15:54
526	259	61	04/11/15 13:58	11/11/15 14:24
527	283	90	04/11/15 15:19	10/11/15 17:51
528	444	121	04/11/15 16:14	09/11/15 19:17
529	405	46	04/11/15 16:46	18/11/15 11:07
530	210	32	04/11/15 17:49	18/11/15 08:51
531	209	128	04/11/15 18:07	19/11/15 15:40
532	468	67	04/11/15 19:00	06/11/15 14:00
533	478	32	05/11/15 08:52	12/11/15 19:06
534	246	139	05/11/15 11:11	11/11/15 08:13
535	75	47	05/11/15 11:45	07/11/15 17:28
536	325	96	05/11/15 11:52	16/11/15 14:23
537	167	111	05/11/15 13:42	16/11/15 18:18
538	144	115	05/11/15 13:56	24/11/15 16:01
